No,B,V,mas,T
17939,8.350,7.302,5.36,4660
17940,5.625,4.605,8.60,4800
17941,7.395,7.318,7.61,9500
17942,8.842,8.310,12.22,6200
17943,9.402,8.739,10.92,5790
17944,7.666,7.578,4.88,9500
17945,6.800,6.750,5.28,9500
17946,8.932,8.392,9.18,6370
17947,6.827,6.511,10.63,8000
17948,9.005,8.425,11.34,6200
17949,7.777,7.543,6.19,8610
17950,9.432,8.447,8.98,4660
17951,5.510,5.577,3.19,20900
17952,8.406,8.119,4.15,6500
17953,8.031,7.717,8.61,7350
17954,7.763,6.675,5.55,4660
17955,6.497,5.527,16.46,4700
17956,7.389,7.364,3.22,9790
17957,10.140,9.513,11.90,4930
17958,10.543,9.805,13.27,5500
17959,9.711,8.942,21.59,4550
17960,7.373,6.848,18.12,6250
17961,6.941,6.578,17.96,7000
17962,9.244,8.848,5.71,7460
17963,7.750,7.304,8.65,6650
17964,8.369,7.794,19.61,5790
17965,9.720,9.277,7.30,5750
17966,9.213,8.604,6.03,5940
17967,8.871,8.218,19.12,5900
17968,7.519,7.375,6.46,9380
17969,9.546,8.840,13.03,4930
17970,7.861,7.309,19.96,5940
17971,8.458,7.984,9.01,6650
17972,10.998,10.161,106.90,4550
17973,9.027,7.894,4.38,4660
17974,9.340,8.940,5.61,7030
17975,9.826,9.265,4.36,5750
17976,9.975,9.458,8.43,5370
17977,7.163,6.507,38.02,5790
17978,10.522,9.859,13.47,4970
17979,9.871,9.029,19.43,5310
17980,9.217,8.208,7.32,4660
17981,9.237,8.840,7.75,7000
17982,8.989,7.776,7.15,4390
17983,10.109,9.663,8.48,5750
17984,8.451,8.045,13.02,6370
17985,8.550,7.500,5.48,4660
17986,9.479,9.003,7.03,6500
17987,7.265,6.848,12.10,7000
17988,8.866,8.354,11.72,5750
17989,8.916,8.250,12.02,5370
17990,6.505,6.456,6.90,9500
17991,7.649,6.650,6.00,4660
17992,8.465,7.958,8.86,6800
17993,9.546,8.300,5.23,4390
17994,9.696,9.251,6.30,7030
17995,8.539,8.055,9.06,6650
17996,7.445,7.045,6.98,7460
17997,10.416,9.675,12.36,4700
17998,10.876,9.935,21.09,4700
17999,9.029,8.468,11.14,5370
18000,8.755,7.844,13.52,5150
18001,11.456,10.826,263.10,5750
18002,8.298,7.223,4.19,4660
18003,10.392,9.829,6.88,5750
18004,7.833,6.806,8.64,4800
18005,8.607,6.885,3.32,3540
18006,5.504,5.423,17.34,9500
18007,5.770,5.686,8.13,8600
18008,9.647,9.267,4.82,7460
18009,8.862,8.409,10.15,5750
18010,6.941,6.909,3.79,9500
18011,9.435,8.803,7.03,5940
18012,9.600,8.914,12.77,5370
18013,9.977,9.623,6.21,7460
18014,8.633,8.081,5.36,5370
18015,10.515,9.876,6.59,5370
18016,7.973,7.103,6.01,4800
18017,7.736,7.715,3.98,10500
18018,9.508,8.878,13.14,4930
18019,6.987,6.809,13.25,8500
18020,7.953,7.032,4.76,4800
18021,8.967,8.500,10.60,6650
18022,8.991,8.453,5.73,6200
18023,10.454,9.576,17.20,4310
18024,9.418,8.685,26.81,5300
18025,8.758,8.248,14.77,6200
18026,8.567,8.380,5.65,9000
18027,9.081,8.361,25.60,4550
18028,10.491,9.727,16.36,4930
18029,6.300,6.065,9.06,7460
18030,8.482,7.689,32.74,5310
18031,6.989,7.048,3.72,11400
18032,7.995,7.627,10.02,7300
18033,9.340,8.368,10.18,4660
18034,9.815,9.321,7.42,5750
18035,8.423,7.907,10.89,6370
18036,5.828,5.772,9.42,9500
18037,8.401,8.105,3.96,7460
18038,9.538,8.913,5.82,5940
18039,8.621,7.032,3.40,3600
18040,7.906,7.493,14.97,7000
18041,8.347,7.242,5.13,4660
18042,7.912,7.875,3.99,9500
18043,7.422,6.808,30.47,5900
18044,8.527,7.644,4.03,5310
18045,7.847,7.478,6.96,7460
18046,10.925,9.793,24.68,4410
18047,7.719,7.232,12.85,6370
18048,8.520,7.973,11.42,5940
18049,7.609,7.313,10.80,7500
18050,9.204,8.633,4.23,6200
18051,8.472,7.697,27.14,4550
18052,9.493,8.994,10.81,5750
18053,8.208,7.322,4.03,4800
18054,9.366,8.708,5.25,5700
18055,6.789,6.876,2.84,12000
18056,7.997,7.556,7.34,6800
18057,10.418,9.895,6.65,5750
18058,9.027,8.498,9.90,6500
18059,9.885,9.767,104.40,9000
18060,8.355,8.055,4.57,7350
18061,8.946,8.232,18.07,4930
18062,7.790,7.592,5.34,9000
18063,6.912,6.677,11.22,8610
18064,9.944,9.303,12.53,5370
18065,8.883,8.614,5.65,7600
18066,8.911,7.718,3.74,4500
18067,8.890,8.251,21.64,4930
18068,4.500,4.454,12.38,9500
18069,6.645,6.668,3.85,11400
18070,8.472,7.975,7.82,6370
18071,7.986,7.347,16.61,5370
18072,6.528,6.296,16.23,8180
18073,11.522,10.335,19.81,4410
18074,7.732,7.182,22.12,5750
18075,9.029,8.458,12.77,5370
18076,11.697,10.510,29.04,3990
18077,7.354,6.431,7.55,4660
18078,7.810,7.037,46.29,5250
18079,8.935,8.298,15.88,5650
18080,8.873,8.347,10.51,6370
18081,7.087,7.084,5.11,12500
18082,8.970,8.493,7.13,6000
18083,8.951,8.362,5.21,5750
18084,8.395,8.149,8.90,8180
18085,6.540,6.396,10.85,8600
18086,7.968,7.558,13.03,6900
18087,10.321,9.482,17.13,4550
18088,7.988,6.374,4.65,3500
18089,8.793,8.128,21.56,5650
18090,8.388,7.964,9.85,6900
18091,8.862,8.440,11.64,6650
18092,9.112,8.741,5.73,7300
18093,7.572,7.537,3.36,11400
18094,8.529,8.147,11.63,6370
18095,7.034,6.402,45.79,5940
18096,7.794,6.389,4.67,4250
18097,8.083,7.533,6.30,6650
18098,7.935,7.727,8.44,8180
18099,9.984,9.928,64.00,9000
18100,8.954,8.541,5.65,7300
18101,10.234,9.765,6.38,7300
18102,8.222,7.197,7.51,4800
18103,6.734,6.624,9.97,8400
18104,8.972,8.453,8.23,6200
18105,5.145,5.217,10.18,10500
18106,9.635,9.093,13.94,5370
18107,8.130,7.717,10.89,7030
18108,7.612,7.085,12.72,6200
18109,9.970,9.364,9.43,5750
18110,9.902,9.274,10.36,4930
18111,9.190,8.583,15.43,5700
18112,7.522,7.197,12.46,6500
18113,7.159,6.111,4.38,4800
18114,10.668,10.072,5.61,6250
18115,8.569,8.170,9.35,7150
18116,8.270,7.907,6.82,7460
18117,8.821,8.239,10.19,5370
18118,11.704,10.255,41.61,3620
18119,8.734,8.102,19.97,5700
18120,9.812,9.102,10.18,5650
18121,9.883,8.694,55.70,4410
18122,9.072,7.711,3.83,4150
18123,9.074,8.598,7.28,5750
18124,9.586,9.057,8.31,6500
18125,7.552,7.506,3.52,9790
18126,8.630,8.227,5.73,7000
18127,8.015,8.022,3.76,10500
18128,9.243,8.777,15.28,6370
18129,9.020,8.814,5.21,7750
18130,7.500,6.335,9.76,4390
18131,7.530,7.283,7.26,7500
18132,8.991,8.489,11.97,6370
18133,10.383,9.538,20.98,5150
18134,5.383,5.397,6.71,9790
18135,7.094,6.814,12.06,9980
18136,7.127,6.734,16.01,7000
18137,2.714,2.549,56.06,8400
18138,8.076,7.085,6.09,4660
18139,3.338,3.316,19.09,9000
18140,10.451,9.843,7.96,5190
18141,8.965,8.559,7.94,6370
18142,9.755,9.178,11.10,5940
18143,8.465,7.889,15.84,5750
18144,9.413,8.491,4.88,5150
18145,7.655,7.284,10.48,6900
18146,8.597,7.761,46.97,4800
18147,9.020,8.503,6.67,6650
18148,9.666,8.678,4.61,4660
18149,9.777,9.119,9.10,5700
18150,10.119,9.024,44.13,4550
18151,8.831,8.361,7.09,5750
18152,9.699,9.038,13.78,5790
18153,9.072,8.364,12.13,5500
18154,8.626,6.995,3.52,4050
18155,9.461,9.081,6.40,7300
18156,9.895,9.138,6.13,5560
18157,7.662,7.651,6.44,9500
18158,9.805,9.229,6.94,5370
18159,7.380,6.978,15.89,6900
18160,9.005,8.602,7.69,6370
18161,7.638,7.677,4.23,9790
18162,8.319,7.630,12.15,5370
18163,10.012,9.387,9.10,4930
18164,8.631,8.133,4.94,6800
18165,6.959,6.883,10.93,8600
18166,9.406,8.631,18.95,5310
18167,10.152,9.357,17.87,5250
18168,10.303,9.828,7.38,5750
18169,7.941,7.428,19.23,6200
18170,8.482,8.161,8.48,7350
18171,8.475,7.352,5.73,4660
18172,8.753,8.253,10.10,6650
18173,8.951,8.413,13.50,6250
18174,8.890,7.971,7.36,5310
18175,9.229,8.840,9.92,6370
18176,8.782,8.319,10.27,6370
18177,7.310,7.070,11.68,8180
18178,6.527,6.420,5.53,8600
18179,9.043,8.593,8.01,6800
18180,8.444,8.034,6.42,7000
18181,7.982,7.355,36.20,5560
18182,9.045,8.470,14.02,5370
18183,8.708,8.293,7.01,7000
18184,7.921,7.882,4.84,9500
18185,6.525,6.541,6.23,9790
18186,10.326,9.774,7.80,5750
18187,10.274,9.777,6.96,6370
18188,9.774,8.689,4.42,4500
18189,6.804,6.824,4.98,9980
18190,6.960,6.649,14.10,7300
18191,9.612,9.199,7.67,5750
18192,9.796,8.571,5.28,4500
18193,7.789,7.537,4.03,7600
18194,8.348,7.274,5.90,4660
18195,8.588,7.631,5.73,4660
18196,9.819,9.345,6.32,6800
18197,9.222,8.855,6.32,6370
18198,8.720,7.649,4.01,4660
18199,9.666,8.939,17.06,5500
18200,10.065,9.489,7.05,5700
18201,6.969,6.793,8.85,8600
18202,9.972,9.369,12.00,5940
18203,11.376,9.972,56.90,4000
18204,9.164,8.585,9.78,5940
18205,7.914,7.796,3.18,9790
18206,8.883,8.421,5.98,5750
18207,8.062,7.502,7.13,6650
18208,8.906,8.220,12.53,5370
18209,6.947,6.762,10.93,8400
18210,4.688,4.456,16.71,7600
18211,6.977,5.872,7.86,4660
18212,9.222,8.746,6.61,6650
18213,9.795,9.199,8.60,5370
18214,9.314,8.930,6.32,6370
18215,9.258,8.880,4.86,7000
18216,8.263,7.861,6.40,7300
18217,9.526,9.027,7.80,6800
18218,8.203,7.262,6.61,4800
18219,10.388,9.734,6.40,5370
18220,8.359,8.079,6.75,7500
18221,9.161,8.477,11.93,4930
18222,7.184,6.755,18.20,6900
18223,9.741,9.019,4.21,4550
18224,9.116,8.857,5.80,7350
18225,8.704,8.190,9.46,6500
18226,8.168,8.059,4.34,9790
18227,8.246,8.092,4.98,8180
18228,6.355,6.231,13.98,9500
18229,10.935,9.734,33.99,3800
18230,6.486,6.446,8.51,9790
18231,7.432,7.157,11.89,7500
18232,6.696,5.171,8.01,3690
18233,8.638,7.626,3.59,4900
18234,9.220,8.690,3.86,5750
18235,8.843,8.175,23.68,5560
18236,8.664,8.211,10.82,7030
18237,8.890,7.787,5.69,4660
18238,6.848,6.432,21.40,6900
18239,7.355,6.848,24.76,6200
18240,7.502,7.367,8.61,8600
18241,8.798,7.776,5.34,4660
18242,10.008,9.428,8.27,5750
18243,9.753,8.831,44.29,4800
18244,8.984,8.027,6.65,5150
18245,6.934,7.013,4.30,10500
18246,9.946,9.456,5.90,6200
18247,8.553,8.090,10.72,6900
18248,8.829,8.295,19.26,6500
18249,7.764,6.837,7.46,4800
18250,8.883,8.329,5.67,6500
18251,8.486,7.354,3.75,4660
18252,9.067,8.409,12.77,5370
18253,11.241,10.604,8.48,5370
18254,7.362,7.298,7.09,10500
18255,6.722,6.649,5.96,9000
18256,9.373,8.928,5.01,6370
18257,9.928,9.156,16.09,4930
18258,4.949,3.492,7.50,4250
18259,9.000,8.482,9.13,6650
18260,6.624,6.348,14.81,7600
18261,8.991,8.215,30.70,4550
18262,9.380,8.875,6.69,6650
18263,8.517,8.112,9.44,7030
18264,9.545,8.696,23.70,5150
18265,8.255,7.730,16.94,6200
18266,7.412,7.124,7.50,7460
18267,8.586,8.168,10.30,7030
18268,8.361,8.041,9.98,7460
18269,8.001,7.659,10.93,7460
18270,9.939,9.512,7.82,6900
18271,6.942,5.897,10.44,4660
18272,9.246,8.861,5.44,7300
18273,8.987,8.612,5.57,7300
18274,10.034,9.029,6.61,4660
18275,7.656,7.118,20.82,6250
18276,8.852,8.432,8.31,6370
18277,8.470,8.088,7.09,7300
18278,8.840,8.175,5.17,5940
18279,7.611,7.346,6.76,7750
18280,8.862,8.225,12.00,5700
18281,6.467,5.982,26.73,6500
18282,4.682,3.559,16.45,4660
18283,10.041,9.335,12.86,5500
18284,8.982,8.673,6.13,7350
18285,8.895,8.425,10.86,6500
18286,9.619,9.180,7.59,5750
18287,8.517,8.053,4.36,6900
18288,8.220,7.313,6.96,4800
18289,11.876,10.835,15.36,4700
18290,9.027,8.657,6.32,7300
18291,9.300,8.543,12.44,5650
18292,6.248,6.256,6.23,9790
18293,10.151,9.543,10.81,5700
18294,8.741,8.329,5.09,7460
18295,9.434,8.390,6.11,4660
18296,9.083,8.517,6.55,6250
18297,7.622,7.203,17.15,7030
18298,8.531,7.322,7.15,4390
18299,10.760,10.085,8.31,5370
18300,9.923,9.182,16.20,4550
18301,8.951,8.434,7.80,6650
18302,8.854,8.387,5.92,6650
18303,8.194,7.058,10.36,4500
18304,9.458,8.142,6.15,4250
18305,6.467,6.455,6.55,9790
18306,8.545,8.137,11.61,7000
18307,9.097,8.006,4.82,4660
18308,9.465,8.932,9.09,6500
18309,10.413,9.729,11.76,5310
18310,7.307,7.297,3.71,10500
18311,9.659,8.729,4.96,4660
18312,9.333,8.755,7.21,5900
18313,6.428,6.403,4.30,17500
18314,9.343,8.562,5.46,4550
18315,8.838,7.216,4.65,3690
18316,8.126,7.537,29.40,5700
18317,9.718,9.107,9.86,5370
18318,7.791,6.677,10.43,4500
18319,11.182,10.237,14.64,4310
18320,9.473,8.869,13.56,5370
18321,8.786,8.270,10.32,6650
18322,9.451,8.961,7.09,6900
18323,8.515,7.948,16.48,5940
18324,7.268,6.894,16.39,7000
18325,7.618,6.532,9.76,4500
18326,7.078,6.724,10.03,7460
18327,8.402,7.988,9.42,7150
18328,9.458,8.812,16.27,5790
18329,8.015,7.590,11.23,6900
18330,8.729,7.451,6.05,4390
18331,9.836,9.253,15.63,4930
18332,10.199,9.550,8.17,5370
18333,9.145,8.711,7.00,6900
18334,8.713,7.992,23.28,5650
18335,8.008,7.006,10.17,4660
18336,7.973,7.565,13.94,7000
18337,7.716,7.301,14.47,6500
18338,10.072,9.534,7.28,6800
18339,7.594,7.157,11.06,7030
18340,8.560,8.187,8.56,7030
18341,8.677,8.074,9.72,5370
18342,11.065,10.605,6.19,5750
18343,4.000,4.043,14.76,9790
18344,7.776,7.436,10.57,7300
18345,10.064,9.442,11.47,5370
18346,9.791,9.253,12.59,6500
18347,9.208,8.303,3.75,4950
18348,7.234,6.701,23.11,6250
18349,8.651,8.123,3.38,6900
18350,10.086,9.548,7.76,6500
18351,8.300,7.647,25.71,5560
18352,8.383,7.857,14.60,6200
18353,8.598,8.074,9.90,6650
18354,8.272,7.742,16.80,6500
18355,7.763,7.230,6.69,5750
18356,8.484,8.064,5.13,6370
18357,8.946,8.538,4.19,7000
18358,10.041,9.531,56.20,6500
18359,8.909,7.879,4.17,4660
18360,7.277,7.331,4.32,11400
18361,8.486,7.804,4.88,5790
18362,6.600,6.425,12.90,7600
18363,8.824,7.947,31.32,4550
18364,8.769,8.121,20.62,5700
18365,6.642,6.421,13.35,8180
18366,9.362,8.824,6.26,6500
18367,9.675,9.102,6.34,6250
18368,10.053,9.279,16.20,5310
18369,7.580,6.631,7.07,4800
18370,8.958,7.829,4.80,4500
18371,8.468,7.943,10.86,6650
18372,11.418,10.453,19.56,4310
18373,10.449,9.656,7.48,5700
18374,7.360,7.334,3.97,9790
18375,7.058,6.902,7.84,8600
18376,10.013,9.354,9.46,5700
18377,8.708,8.168,7.07,6650
18378,8.963,8.435,12.06,5750
18379,7.059,6.572,9.02,6370
18380,8.663,8.130,8.26,6650
18381,10.225,9.571,9.89,5370
18382,8.756,8.309,6.86,6900
18383,7.921,7.440,15.47,6370
18384,10.404,9.791,8.71,5370
18385,7.760,7.405,5.98,7030
18386,6.118,6.021,11.82,8600
18387,7.927,6.855,3.36,4660
18388,7.710,7.477,9.11,7600
18389,10.279,9.625,13.46,5370
18390,10.845,10.270,8.67,5370
18391,9.359,8.795,12.19,5750
18392,9.758,9.369,5.26,7460
18393,6.499,5.000,3.82,4150
18394,10.434,9.954,8.53,5370
18395,8.333,7.967,8.76,7460
18396,8.383,7.139,5.51,4390
18397,8.097,7.157,5.71,4660
18398,5.294,5.388,6.86,15200
18399,5.526,5.072,22.84,6900
18400,9.890,9.137,20.72,4550
18401,10.001,9.336,6.67,4930
18402,10.538,10.060,6.59,5370
18403,9.000,8.986,4.11,10500
18404,7.361,7.210,4.59,9380
18405,8.276,8.135,6.48,9500
18406,10.043,9.407,10.28,5700
18407,11.366,10.588,7.23,4930
18408,9.545,9.092,6.44,7030
18409,6.988,6.980,3.64,9790
18410,10.010,8.951,6.90,4500
18411,9.076,8.350,25.04,5310
18412,8.657,8.232,7.13,6800
18413,8.602,8.067,7.23,6250
18414,9.581,8.793,23.81,5150
18415,9.928,9.404,7.23,5750
18416,7.185,6.931,7.80,7460
18417,8.071,6.507,5.76,3690
18418,9.189,8.675,7.17,6370
18419,6.321,5.381,9.32,4800
18420,9.305,8.862,6.65,5750
18421,8.527,8.050,14.68,6650
18422,5.598,5.578,3.82,20900
18423,8.637,8.059,10.17,5750
18424,7.499,6.949,21.20,5940
18425,9.085,8.534,13.63,5900
18426,8.156,7.565,12.35,5750
18427,9.494,8.975,9.47,5750
18428,8.616,8.138,11.59,5370
18429,7.689,7.610,7.94,9500
18430,9.350,8.848,8.03,6650
18431,6.380,4.809,8.92,4050
18432,9.592,9.064,9.27,5750
18433,10.503,9.805,14.72,4930
18434,8.553,7.618,4.21,4800
18435,7.690,7.406,13.47,8000
18436,4.295,4.072,38.61,7350
18437,7.037,6.748,5.76,8150
18438,7.238,5.793,7.25,4150
18439,9.453,8.640,25.10,4550
18440,9.296,8.741,9.15,6200
18441,9.137,8.685,5.38,5750
18442,7.241,6.876,15.10,7300
18443,8.894,8.347,14.13,6370
18444,7.285,7.027,9.85,7350
18445,8.109,7.712,9.56,6500
18446,10.022,9.515,6.01,5370
18447,8.755,8.196,8.98,5750
18448,8.098,7.640,11.97,6650
18449,9.211,8.744,7.01,6900
18450,9.251,8.685,5.76,5370
18451,8.026,7.558,16.23,6370
18452,6.202,5.214,11.63,4660
18453,9.145,8.538,8.97,5370
18454,8.234,7.969,5.07,7350
18455,8.439,7.861,23.20,5750
18456,9.732,9.178,7.84,5370
18457,5.967,5.574,20.96,7000
18458,7.209,6.875,15.65,7460
18459,6.946,6.732,9.97,8180
18460,8.284,7.948,7.50,7300
18461,5.677,5.166,36.54,6200
18462,8.295,7.749,6.19,6650
18463,11.451,11.383,311.60,9000
18464,9.543,9.069,10.94,7000
18465,6.703,6.346,16.37,6900
18466,6.719,5.729,9.72,4660
18467,8.461,8.123,5.09,7300
18468,6.922,6.710,9.78,8180
18469,10.085,9.446,7.96,5560
18470,7.736,7.393,12.47,7460
18471,11.222,10.501,8.38,4930
18472,8.552,8.133,4.61,6900
18473,9.012,7.671,6.17,4250
18474,9.322,8.654,18.90,4930
18475,10.350,9.800,11.47,5750
18476,6.796,6.327,17.50,6500
18477,8.545,7.945,22.32,4930
18478,9.465,8.897,12.48,5940
18479,6.868,6.874,5.17,9790
18480,9.637,9.196,7.23,7000
18481,7.864,7.755,4.78,9790
18482,9.779,9.079,12.80,4930
18483,8.692,8.260,11.46,6900
18484,11.109,10.423,9.81,5560
18485,9.258,8.791,8.05,6650
18486,8.260,7.585,30.70,4930
18487,8.670,7.598,5.78,4660
18488,8.064,7.709,8.47,7460
18489,6.425,5.922,15.03,6100
18490,10.286,9.732,6.19,5370
18491,8.838,7.677,5.71,4660
18492,9.918,9.435,5.44,6370
18493,9.704,8.961,7.26,5700
18494,8.541,7.556,4.26,4660
18495,8.786,8.354,10.19,7000
18496,7.401,7.311,7.03,9790
18497,8.126,7.405,28.77,5560
18498,10.045,9.265,12.27,4550
18499,9.520,9.079,4.84,5750
18500,8.631,8.144,8.86,5750
18501,9.157,8.659,10.25,6500
18502,7.785,6.748,5.32,4660
18503,10.536,9.680,13.61,4550
18504,12.038,10.642,32.65,3700
18505,9.237,8.076,5.17,4390
18506,8.432,7.897,13.68,5750
18507,11.729,10.595,23.02,3990
18508,8.963,8.232,4.30,4930
18509,8.319,7.795,10.72,6800
18510,9.944,9.185,7.98,5250
18511,9.494,9.173,6.38,7000
18512,7.843,7.269,12.56,5750
18513,9.067,8.685,6.80,7000
18514,9.328,8.267,4.76,4660
18515,9.477,8.911,5.36,6500
18516,9.307,8.847,4.48,6800
18517,7.232,6.875,13.13,7030
18518,5.942,4.939,5.32,4800
18519,9.232,8.814,5.34,7460
18520,9.114,8.640,9.64,6370
18521,8.718,8.163,13.64,5370
18522,8.229,8.093,5.00,8600
18523,8.604,7.678,5.19,4800
18524,10.251,9.572,9.82,5700
18525,9.479,9.083,8.15,7150
18526,8.031,7.581,15.02,6650
18527,7.744,7.239,19.14,6500
18528,9.614,9.131,7.65,6500
18529,10.859,10.258,8.64,5370
18530,9.480,8.956,6.15,5370
18531,7.828,7.598,4.69,7600
18532,10.008,9.593,8.22,7000
18533,7.191,7.201,3.93,9790
18534,5.107,5.131,6.13,10500
18535,9.470,8.196,4.40,4390
18536,8.439,7.599,7.38,5310
18537,9.708,9.112,11.19,5370
18538,8.668,7.888,11.38,4930
18539,7.473,6.980,14.52,6370
18540,8.210,7.723,13.39,6370
18541,5.376,5.346,15.72,9000
18542,6.214,5.828,30.35,6650
18543,9.512,9.095,6.80,7000
18544,9.800,9.300,6.51,6370
18545,9.821,9.199,5.96,5940
18546,7.985,7.431,16.98,5940
18547,10.453,9.857,6.71,5370
18548,9.557,9.097,8.03,6650
18549,7.901,7.532,5.59,7030
18550,10.215,9.661,9.53,5750
18551,10.350,9.729,9.72,5700
18552,9.105,8.638,5.17,6200
18553,9.199,8.770,4.76,7000
18554,8.076,7.993,3.76,9500
18555,8.463,7.440,4.80,4660
18556,9.595,8.630,4.11,4950
18557,9.977,9.336,4.15,5750
18558,8.029,6.657,3.93,4250
18559,7.567,7.256,8.68,7350
18560,5.862,5.814,8.07,9790
18561,7.250,6.729,12.56,5900
18562,7.155,5.735,7.51,4150
18563,6.456,6.278,14.93,8750
18564,8.435,7.948,6.59,6900
18565,7.821,7.196,6.15,6250
18566,7.798,7.372,17.53,6500
18567,8.404,7.872,9.90,6370
18568,8.781,8.286,11.35,6650
18569,9.515,9.005,9.39,5750
18570,10.428,9.704,14.06,4930
18571,7.447,6.510,4.92,4660
18572,9.843,9.286,6.40,5370
18573,9.253,8.776,8.10,5750
18574,9.423,8.890,10.93,6200
18575,10.064,9.404,8.30,5790
18576,9.923,9.378,9.52,5370
18577,10.510,9.899,9.93,4930
18578,6.605,5.546,9.94,4660
18579,7.341,7.380,4.88,9790
18580,6.466,5.939,17.73,6800
18581,9.409,8.371,45.00,4550
18582,7.434,7.047,15.31,7000
18583,7.426,7.104,6.00,7460
18584,9.281,8.968,4.40,7150
18585,10.180,9.685,5.63,6370
18586,8.125,7.639,10.53,6650
18587,7.289,6.395,9.92,5250
18588,9.496,8.916,10.56,5370
18589,9.998,9.390,9.89,5940
18590,10.111,9.493,11.27,5790
18591,8.326,7.853,14.81,6650
18592,8.637,7.979,11.81,4930
18593,7.664,7.169,24.20,6370
18594,8.067,7.135,5.28,4950
18595,7.477,6.532,6.51,4700
18596,8.414,8.000,7.84,6370
18597,7.809,7.480,13.14,7300
18598,5.422,3.812,10.00,3690
18599,8.159,7.967,4.03,8180
18600,7.106,7.093,4.51,9600
18601,9.005,8.578,9.30,5750
18602,8.654,8.328,8.86,7000
18603,9.274,8.855,7.38,5750
18604,8.692,7.826,9.36,4550
18605,6.776,6.235,25.19,6200
18606,9.659,8.095,3.72,3600
18607,9.663,8.980,6.15,5700
18608,7.969,7.348,28.67,5750
18609,9.470,8.869,9.21,4930
18610,9.397,8.916,10.43,6500
18611,9.737,8.979,18.67,5250
18612,8.628,8.079,16.76,6250
18613,9.996,9.319,9.27,5900
18614,7.021,5.882,10.98,4500
18615,7.979,7.477,18.12,6150
18616,7.790,6.169,4.63,3540
18617,8.850,8.402,10.26,6370
18618,8.256,7.804,13.15,6650
18619,10.187,9.244,25.72,4310
18620,9.746,9.204,11.88,5750
18621,9.005,8.498,7.63,6500
18622,8.930,8.399,6.30,6500
18623,8.932,7.926,4.90,4660
18624,7.342,5.927,5.40,4150
18625,7.216,5.642,6.05,3600
18626,7.775,7.257,21.20,6200
18627,8.029,7.877,7.38,8600
18628,7.282,6.677,27.36,5940
18629,6.716,5.139,7.30,3540
18630,9.555,9.109,4.94,6500
18631,9.737,9.156,13.07,5650
18632,9.564,8.831,22.44,4550
18633,8.930,8.395,10.73,5750
18634,7.708,7.435,6.15,8500
18635,4.484,3.535,25.37,4800
18636,10.104,9.366,10.76,4930
18637,9.769,9.269,8.40,6800
18638,8.527,8.005,11.81,5750
18639,8.621,8.142,12.35,6370
18640,8.560,7.723,30.43,5150
18641,6.651,6.046,8.25,5600
18642,8.399,8.336,4.53,9790
18643,8.074,8.022,4.21,9790
18644,9.340,9.050,6.38,7600
18645,8.446,8.090,7.63,6900
18646,8.654,8.123,7.69,6650
18647,9.185,8.560,14.18,5900
18648,8.758,7.657,7.23,4660
18649,8.760,8.317,8.86,6900
18650,9.753,9.196,7.00,5900
18651,8.715,8.180,14.77,6500
18652,7.440,6.374,7.86,4660
18653,9.934,9.331,11.59,5370
18654,8.888,8.159,24.01,5560
18655,11.015,10.250,11.47,5310
18656,9.574,9.012,6.50,5940
18657,7.730,7.260,5.44,6800
18658,7.815,7.294,23.32,6370
18659,8.517,7.934,9.00,5750
18660,8.892,8.312,10.55,6200
18661,9.012,8.404,14.22,5790
18662,6.239,5.756,37.52,6650
18663,9.706,8.890,16.71,5310
18664,8.098,7.681,8.81,7000
18665,9.446,8.814,10.72,5700
18666,9.411,8.847,12.56,5370
18667,9.338,8.958,4.25,7000
18668,10.847,10.218,6.82,4930
18669,4.552,4.613,7.11,10500
18670,9.623,9.003,8.30,4930
18671,9.793,9.154,8.35,4930
18672,8.307,7.229,4.36,4660
18673,6.539,5.498,16.07,4800
18674,8.798,8.324,14.23,6370
18675,8.289,7.206,5.03,4500
18676,7.629,7.219,7.90,6900
18677,8.201,6.892,3.83,4390
18678,7.894,6.973,4.05,5050
18679,7.467,6.441,7.38,4700
18680,9.762,9.140,11.06,5940
18681,6.662,5.627,8.00,4660
18682,9.090,8.487,12.06,5900
18683,6.925,6.565,18.42,7000
18684,6.999,6.874,4.98,8600
18685,9.276,8.973,4.51,7300
18686,11.555,10.984,230.30,5750
18687,8.713,8.041,15.17,4930
18688,7.623,7.146,15.14,6500
18689,9.270,8.746,8.60,5370
18690,9.241,8.670,11.22,6250
18691,8.805,8.355,5.67,7030
18692,8.305,8.121,7.32,8180
18693,9.100,8.711,7.21,7000
18694,6.717,6.563,7.90,8400
18695,9.567,9.154,4.78,6370
18696,9.534,9.029,11.67,5750
18697,9.609,9.081,8.14,6500
18698,9.187,8.418,18.82,5310
18699,5.521,5.250,17.70,7300
18700,8.137,7.791,5.90,7150
18701,10.451,9.901,7.55,5370
18702,6.168,5.191,13.52,4660
18703,8.795,8.244,5.23,6250
18704,8.940,8.385,10.76,5940
18705,8.706,7.631,4.51,4500
18706,10.329,9.696,7.42,5370
18707,8.689,8.012,16.63,5700
18708,8.112,7.179,4.57,4800
18709,8.350,7.901,7.75,6650
18710,5.735,5.831,2.31,19000
18711,8.710,8.258,8.98,6900
18712,7.656,7.077,13.10,5900
18713,9.326,7.538,3.35,3620
18714,7.074,6.798,14.32,7300
18715,8.065,7.573,14.00,6500
